sim_time,veh_id,type,edge,lane,lane_pos,x,y,speed,accel,angle,route_id,leader_id,gap_to_leader
8.0,veh_10,mtw,S2N_A2,S2N_A2_0,17.78,601.6,382.22,8.554,-1.044,180.0,north2west,veh_8,8.974
8.0,veh_11,auto,A5_A4,A5_A4_1,18.48,1481.52,195.5,12.831,0.015,270.0,west_main,,
8.0,veh_12,car,S4S_A4,S4S_A4_0,9.69,1198.4,9.69,8.493,0.367,0.0,south4north,,
8.0,veh_13,car,A5_A4,A5_A4_2,4.6,1495.4,198.5,15.0,0.0,270.0,west_main,,
8.0,veh_2,auto,S2N_A2,S2N_A2_0,67.8,601.6,332.2,9.25,0.452,180.0,north2west,,
8.0,veh_3,car,S4N_A4,S4N_A4_0,64.76,1201.6,335.24,10.008,-0.326,180.0,north4east,,
8.0,veh_4,car,S4N_A4,S4N_A4_0,49.9,1201.6,350.1,9.435,0.337,180.0,north4east,veh_3,7.855
8.0,veh_5,bus,S2S_A2,S2S_A2_0,59.85,598.4,59.85,9.932,0.229,0.0,south2east,,
8.0,veh_6,bus,S4N_A4,S4N_A4_0,33.78,1201.6,366.22,7.763,0.224,180.0,north4east,veh_4,9.122
8.0,veh_7,car,S4N_A4,S4N_A4_0,14.42,1201.6,385.58,5.943,1.323,180.0,north4east,veh_6,4.86
8.0,veh_8,truck,S2N_A2,S2N_A2_0,37.25,601.6,362.75,9.116,-0.09,180.0,north2west,veh_2,25.049
8.0,veh_9,car,A0_A1,A0_A1_1,40.36,40.36,204.8,14.911,-0.115,90.0,east_main,veh_1,67.502
8.2,veh_1,car,A0_A1,A0_A1_1,117.83,117.83,204.8,14.825,-0.194,90.0,east_main,,
8.2,veh_10,mtw,S2N_A2,S2N_A2_0,19.53,601.6,380.47,8.754,0.997,180.0,north2west,veh_8,9.043
8.2,veh_11,auto,A5_A4,A5_A4_1,21.07,1478.93,195.5,12.941,0.551,270.0,west_main,,
8.2,veh_12,car,S4S_A4,S4S_A4_0,11.39,1198.4,11.39,8.48,-0.066,0.0,south4north,,
8.2,veh_13,car,A5_A4,A5_A4_2,7.59,1492.41,198.5,14.951,-0.244,270.0,west_main,,
8.2,veh_14,mtw,A0_A1,A0_A1_0,2.3,2.3,208.0,15.395,0.0,90.0,east_main,,
8.2,veh_2,auto,S2N_A2,S2N_A2_0,69.63,601.6,330.37,9.134,-0.582,180.0,north2west,,
8.2,veh_3,car,S4N_A4,S4N_A4_0,66.77,1201.6,333.23,10.051,0.211,180.0,north4east,,
8.2,veh_4,car,S4N_A4,S4N_A4_0,51.77,1201.6,348.23,9.351,-0.42,180.0,north4east,veh_3,7.995
8.2,veh_5,bus,S2S_A2,S2S_A2_0,61.85,598.4,61.85,9.982,0.253,0.0,south2east,,
8.2,veh_6,bus,S4N_A4,S4N_A4_0,35.37,1201.6,364.63,7.918,0.778,180.0,north4east,veh_4,9.408
8.2,veh_7,car,S4N_A4,S4N_A4_0,15.64,1201.6,384.36,6.064,0.604,180.0,north4east,veh_6,5.231
8.2,veh_8,truck,S2N_A2,S2N_A2_0,39.07,601.6,360.93,9.095,-0.109,180.0,north2west,veh_2,25.056
8.2,veh_9,car,A0_A1,A0_A1_1,43.33,43.33,204.8,14.838,-0.364,90.0,east_main,veh_1,67.499
8.4,veh_1,car,A0_A1,A0_A1_1,120.8,120.8,204.8,14.86,0.179,90.0,east_main,,
8.4,veh_10,mtw,S2N_A2,S2N_A2_0,21.25,601.6,378.75,8.583,-0.856,180.0,north2west,veh_8,9.154
8.4,veh_11,auto,A5_A4,A5_A4_1,23.65,1476.35,195.5,12.932,-0.046,270.0,west_main,,
8.4,veh_12,car,S4S_A4,S4S_A4_0,13.09,1198.4,13.09,8.492,0.057,0.0,south4north,,
8.4,veh_13,car,A5_A4,A5_A4_2,10.57,1489.43,198.5,14.898,-0.267,270.0,west_main,,
8.4,veh_14,mtw,A0_A1,A0_A1_0,5.33,5.33,208.0,15.159,-1.176,90.0,east_main,,
8.4,veh_2,auto,S2N_A2,S2N_A2_0,71.47,601.6,328.53,9.232,0.493,180.0,north2west,,
8.4,veh_3,car,S4N_A4,S4N_A4_0,68.77,1201.6,331.23,10.019,-0.159,180.0,north4east,,
8.4,veh_4,car,S4N_A4,S4N_A4_0,53.67,1201.6,346.33,9.458,0.537,180.0,north4east,veh_3,8.107
8.4,veh_5,bus,S2S_A2,S2S_A2_0,63.83,598.4,63.83,9.922,-0.3,0.0,south2east,,
8.4,veh_6,bus,S4N_A4,S4N_A4_0,36.95,1201.6,363.05,7.927,0.046,180.0,north4east,veh_4,9.714
8.4,veh_7,car,S4N_A4,S4N_A4_0,16.9,1201.6,383.1,6.322,1.292,180.0,north4east,veh_6,5.552
8.4,veh_8,truck,S2N_A2,S2N_A2_0,40.9,601.6,359.1,9.139,0.222,180.0,north2west,veh_2,25.075
8.4,veh_9,car,A0_A1,A0_A1_1,46.31,46.31,204.8,14.923,0.424,90.0,east_main,veh_1,67.487
8.6,veh_1,car,A0_A1,A0_A1_1,123.78,123.78,204.8,14.914,0.267,90.0,east_main,,
8.6,veh_10,mtw,S2N_A2,S2N_A2_0,22.97,601.6,377.03,8.616,0.166,180.0,north2west,veh_8,9.254
8.6,veh_11,auto,A5_A4,A5_A4_1,26.24,1473.76,195.5,12.908,-0.118,270.0,west_main,,
8.6,veh_12,car,S4S_A4,S4S_A4_0,14.78,1198.4,14.78,8.444,-0.237,0.0,south4north,,
8.6,veh_13,car,A5_A4,A5_A4_2,13.55,1486.45,198.5,14.91,0.061,270.0,west_main,,
8.6,veh_14,mtw,A0_A1,A0_A1_0,8.37,8.37,208.0,15.202,0.215,90.0,east_main,,
8.6,veh_2,auto,S2N_A2,S2N_A2_0,73.33,601.6,326.67,9.288,0.279,180.0,north2west,,
8.6,veh_3,car,S4N_A4,S4N_A4_0,70.76,1201.6,329.24,9.935,-0.42,180.0,north4east,,
8.6,veh_4,car,S4N_A4,S4N_A4_0,55.57,1201.6,344.43,9.52,0.309,180.0,north4east,veh_3,8.19
8.6,veh_5,bus,S2S_A2,S2S_A2_0,65.81,598.4,65.81,9.889,-0.167,0.0,south2east,,
8.6,veh_6,bus,S4N_A4,S4N_A4_0,38.57,1201.6,361.43,8.073,0.726,180.0,north4east,veh_4,10.004
8.6,veh_7,car,S4N_A4,S4N_A4_0,18.2,1201.6,381.8,6.497,0.873,180.0,north4east,veh_6,5.867
8.6,veh_8,truck,S2N_A2,S2N_A2_0,42.72,601.6,357.28,9.118,-0.106,180.0,north2west,veh_2,25.109
8.6,veh_9,car,A0_A1,A0_A1_1,49.3,49.3,204.8,14.933,0.05,90.0,east_main,veh_1,67.483
8.8,veh_1,car,A0_A1,A0_A1_1,126.77,126.77,204.8,14.917,0.014,90.0,east_main,,
8.8,veh_10,mtw,S2N_A2,S2N_A2_0,24.7,601.6,375.3,8.674,0.29,180.0,north2west,veh_8,9.338
8.8,veh_11,auto,A5_A4,A5_A4_1,28.81,1471.19,195.5,12.867,-0.204,270.0,west_main,,
8.8,veh_12,car,S4S_A4,S4S_A4_0,16.48,1198.4,16.48,8.522,0.387,0.0,south4north,,
8.8,veh_13,car,A5_A4,A5_A4_2,16.55,1483.45,198.5,14.999,0.442,270.0,west_main,,
8.8,veh_14,mtw,A0_A1,A0_A1_0,11.42,11.42,208.0,15.253,0.254,90.0,east_main,,
8.8,veh_2,auto,S2N_A2,S2N_A2_0,75.16,601.6,324.84,9.135,-0.765,180.0,north2west,,
8.8,veh_3,car,S4N_A4,S4N_A4_0,72.76,1201.6,327.24,10.008,0.368,180.0,north4east,,
8.8,veh_4,car,S4N_A4,S4N_A4_0,57.44,1201.6,342.56,9.339,-0.905,180.0,north4east,veh_3,8.324
8.8,veh_5,bus,S2S_A2,S2S_A2_0,67.8,598.4,67.8,9.971,0.412,0.0,south2east,,
8.8,veh_6,bus,S4N_A4,S4N_A4_0,40.18,1201.6,359.82,8.073,0.003,180.0,north4east,veh_4,10.257
8.8,veh_7,car,S4N_A4,S4N_A4_0,19.55,1201.6,380.45,6.764,1.336,180.0,north4east,veh_6,6.129
8.8,veh_8,truck,S2N_A2,S2N_A2_0,44.54,601.6,355.46,9.094,-0.121,180.0,north2west,veh_2,25.117
8.8,veh_9,car,A0_A1,A0_A1_1,52.27,52.27,204.8,14.839,-0.468,90.0,east_main,veh_1,67.498
9.0,veh_1,car,A0_A1,A0_A1_1,129.76,129.76,204.8,14.945,0.144,90.0,east_main,,
9.0,veh_10,mtw,S2N_A2,S2N_A2_0,26.47,601.6,373.53,8.836,0.81,180.0,north2west,veh_8,9.399
9.0,veh_11,auto,A5_A4,A5_A4_1,31.4,1468.6,195.5,12.943,0.376,270.0,west_main,,
9.0,veh_12,car,S4S_A4,S4S_A4_0,18.16,1198.4,18.16,8.404,-0.587,0.0,south4north,,
9.0,veh_13,car,A5_A4,A5_A4_2,19.52,1480.48,198.5,14.855,-0.72,270.0,west_main,,
9.0,veh_14,mtw,A0_A1,A0_A1_0,14.45,14.45,208.0,15.113,-0.701,90.0,east_main,,
9.0,veh_2,auto,S2N_A2,S2N_A2_0,77.03,601.6,322.97,9.378,1.213,180.0,north2west,,
9.0,veh_3,car,S4N_A4,S4N_A4_0,74.78,1201.6,325.22,10.082,0.368,180.0,north4east,,
9.0,veh_4,car,S4N_A4,S4N_A4_0,59.35,1201.6,340.65,9.574,1.176,180.0,north4east,veh_3,8.425
9.0,veh_5,bus,S2S_A2,S2S_A2_0,69.8,598.4,69.8,9.969,-0.011,0.0,south2east,,
9.0,veh_6,bus,S4N_A4,S4N_A4_0,41.8,1201.6,358.2,8.107,0.17,180.0,north4east,veh_4,10.55
9.0,veh_7,car,S4N_A4,S4N_A4_0,20.95,1201.6,379.05,6.999,1.174,180.0,north4east,veh_6,6.351
9.0,veh_8,truck,S2N_A2,S2N_A2_0,46.37,601.6,353.63,9.139,0.227,180.0,north2west,veh_2,25.165
9.0,veh_9,car,A0_A1,A0_A1_1,55.25,55.25,204.8,14.912,0.362,90.0,east_main,veh_1,67.505
9.2,veh_1,car,A0_A1,A0_A1_1,132.72,132.72,204.8,14.833,-0.561,90.0,east_main,,
9.2,veh_10,mtw,S2N_A2,S2N_A2_0,28.21,601.6,371.79,8.694,-0.709,180.0,north2west,veh_8,9.489
9.2,veh_11,auto,A5_A4,A5_A4_1,33.99,1466.01,195.5,12.97,0.135,270.0,west_main,,
9.2,veh_12,car,S4S_A4,S4S_A4_0,19.87,1198.4,19.87,8.522,0.591,0.0,south4north,,
9.2,veh_13,car,A5_A4,A5_A4_2,22.49,1477.51,198.5,14.834,-0.105,270.0,west_main,,
9.2,veh_14,mtw,A0_A1,A0_A1_0,17.47,17.47,208.0,15.116,0.013,90.0,east_main,,
9.2,veh_15,car,S4S_A4,S4S_A4_0,4.6,1198.4,4.6,8.455,0.0,0.0,south4north,veh_12,8.265
9.2,veh_2,auto,S2N_A2,S2N_A2_0,78.91,601.6,321.09,9.351,-0.132,180.0,north2west,,
9.2,veh_3,car,S4N_A4,S4N_A4_0,76.77,1201.6,323.23,9.969,-0.565,180.0,north4east,,
9.2,veh_4,car,S4N_A4,S4N_A4_0,61.28,1201.6,338.72,9.642,0.341,180.0,north4east,veh_3,8.491
9.2,veh_5,bus,S2S_A2,S2S_A2_0,71.78,598.4,71.78,9.902,-0.333,0.0,south2east,,
9.2,veh_6,bus,S4N_A4,S4N_A4_0,43.46,1201.6,356.54,8.299,0.958,180.0,north4east,veh_4,10.819
9.2,veh_7,car,S4N_A4,S4N_A4_0,22.39,1201.6,377.61,7.214,1.073,180.0,north4east,veh_6,6.568
9.2,veh_8,truck,S2N_A2,S2N_A2_0,48.2,601.6,351.8,9.144,0.024,180.0,north2west,veh_2,25.207
9.2,veh_9,car,A0_A1,A0_A1_1,58.23,58.23,204.8,14.917,0.027,90.0,east_main,veh_1,67.488
9.4,veh_1,car,A0_A1,A0_A1_1,135.72,135.72,204.8,14.99,0.784,90.0,east_main,,
9.4,veh_10,mtw,S2N_A2,S2N_A2_0,29.94,601.6,370.06,8.663,-0.156,180.0,north2west,veh_8,9.575
9.4,veh_11,auto,A5_A4,A5_A4_1,36.59,1463.41,195.5,12.974,0.02,270.0,west_main,,
9.4,veh_12,car,S4S_A4,S4S_A4_0,21.55,1198.4,21.55,8.43,-0.463,0.0,south4north,,
9.4,veh_13,car,A5_A4,A5_A4_2,25.46,1474.54,198.5,14.834,0.002,270.0,west_main,,
9.4,veh_14,mtw,A0_A1,A0_A1_0,20.52,20.52,208.0,15.253,0.685,90.0,east_main,,
9.4,veh_15,car,S4S_A4,S4S_A4_0,6.29,1198.4,6.29,8.441,-0.067,0.0,south4north,veh_12,8.263
9.4,veh_2,auto,S2N_A2,S2N_A2_0,80.74,601.6,319.26,9.196,-0.776,180.0,north2west,,
9.4,veh_3,car,S4N_A4,S4N_A4_0,78.79,1201.6,321.21,10.092,0.616,180.0,north4east,,
9.4,veh_4,car,S4N_A4,S4N_A4_0,63.19,1201.6,336.81,9.525,-0.586,180.0,north4east,veh_3,8.604
9.4,veh_5,bus,S2S_A2,S2S_A2_0,73.77,598.4,73.77,9.979,0.383,0.0,south2east,,
9.4,veh_6,bus,S4N_A4,S4N_A4_0,45.13,1201.6,354.87,8.346,0.237,180.0,north4east,veh_4,11.055
9.4,veh_7,car,S4N_A4,S4N_A4_0,23.88,1201.6,376.12,7.42,1.034,180.0,north4east,veh_6,6.753
9.4,veh_8,truck,S2N_A2,S2N_A2_0,50.02,601.6,349.98,9.096,-0.242,180.0,north2west,veh_2,25.227
9.4,veh_9,car,A0_A1,A0_A1_1,61.23,61.23,204.8,14.977,0.3,90.0,east_main,veh_1,67.491
9.6,veh_1,car,A0_A1,A0_A1_1,138.7,138.7,204.8,14.896,-0.471,90.0,east_main,,
9.6,veh_10,mtw,S2N_A2,S2N_A2_0,31.71,601.6,368.29,8.819,0.781,180.0,north2west,veh_8,9.64
9.6,veh_11,auto,A5_A4,A5_A4_1,39.17,1460.83,195.5,12.93,-0.221,270.0,west_main,,
9.6,veh_12,car,S4S_A4,S4S_A4_0,23.25,1198.4,23.25,8.498,0.343,0.0,south4north,,
9.6,veh_13,car,A5_A4,A5_A4_2,28.44,1471.56,198.5,14.934,0.5,270.0,west_main,,
9.6,veh_14,mtw,A0_A1,A0_A1_0,23.55,23.55,208.0,15.157,-0.481,90.0,east_main,,
9.6,veh_15,car,S4S_A4,S4S_A4_0,7.96,1198.4,7.96,8.376,-0.325,0.0,south4north,veh_12,8.288
9.6,veh_2,auto,S2N_A2,S2N_A2_0,82.6,601.6,317.4,9.286,0.45,180.0,north2west,,
9.6,veh_3,car,S4N_A4,S4N_A4_0,80.8,1201.6,319.2,10.029,-0.315,180.0,north4east,,
9.6,veh_4,car,S4N_A4,S4N_A4_0,65.11,1201.6,334.89,9.639,0.571,180.0,north4east,veh_3,8.682
9.6,veh_5,bus,S2S_A2,S2S_A2_0,75.76,598.4,75.76,9.933,-0.228,0.0,south2east,,
9.6,veh_6,bus,S4N_A4,S4N_A4_0,46.79,1201.6,353.21,8.314,-0.158,180.0,north4east,veh_4,11.32
9.6,veh_7,car,S4N_A4,S4N_A4_0,25.39,1201.6,374.61,7.546,0.63,180.0,north4east,veh_6,6.906
9.6,veh_8,truck,S2N_A2,S2N_A2_0,51.85,601.6,348.15,9.143,0.237,180.0,north2west,veh_2,25.255
9.6,veh_9,car,A0_A1,A0_A1_1,64.2,64.2,204.8,14.867,-0.549,90.0,east_main,veh_1,67.497
9.8,veh_1,car,A0_A1,A0_A1_1,141.7,141.7,204.8,14.976,0.399,90.0,east_main,,
9.8,veh_10,mtw,S2N_A2,S2N_A2_0,33.45,601.6,366.55,8.727,-0.458,180.0,north2west,veh_8,9.712
9.8,veh_11,auto,A5_A4,A5_A4_1,41.74,1458.26,195.5,12.842,-0.44,270.0,west_main,,
9.8,veh_12,car,S4S_A4,S4S_A4_0,24.94,1198.4,24.94,8.435,-0.318,0.0,south4north,,
9.8,veh_13,car,A5_A4,A5_A4_2,31.43,1468.57,198.5,14.939,0.022,270.0,west_main,,
9.8,veh_14,mtw,A0_A1,A0_A1_0,26.6,26.6,208.0,15.252,0.478,90.0,east_main,,
9.8,veh_15,car,S4S_A4,S4S_A4_0,9.64,1198.4,9.64,8.389,0.065,0.0,south4north,veh_12,8.297
9.8,veh_2,auto,S2N_A2,S2N_A2_0,84.47,601.6,315.53,9.354,0.339,180.0,north2west,,
9.8,veh_3,car,S4N_A4,S4N_A4_0,82.79,1201.6,317.21,9.975,-0.27,180.0,north4east,,
9.8,veh_4,car,S4N_A4,S4N_A4_0,67.03,1201.6,332.97,9.567,-0.363,180.0,north4east,veh_3,8.764
9.8,veh_5,bus,S2S_A2,S2S_A2_0,77.74,598.4,77.74,9.884,-0.246,0.0,south2east,,
9.8,veh_6,bus,S4N_A4,S4N_A4_0,48.49,1201.6,351.51,8.484,0.849,180.0,north4east,veh_4,11.537
9.8,veh_7,car,S4N_A4,S4N_A4_0,26.93,1201.6,373.07,7.689,0.715,180.0,north4east,veh_6,7.065
9.8,veh_8,truck,S2N_A2,S2N_A2_0,53.66,601.6,346.34,9.086,-0.283,180.0,north2west,veh_2,25.309
9.8,veh_9,car,A0_A1,A0_A1_1,67.17,67.17,204.8,14.843,-0.123,90.0,east_main,veh_1,67.524
10.0,veh_1,car,A0_A1,A0_A1_1,144.66,144.66,204.8,14.824,-0.758,90.0,east_main,,
10.0,veh_10,mtw,S2N_A2,S2N_A2_0,35.22,601.6,364.78,8.852,0.625,180.0,north2west,veh_8,9.763
10.0,veh_11,auto,A5_A4,A5_A4_1,44.33,1455.67,195.5,12.923,0.408,270.0,west_main,,
10.0,veh_12,car,S4S_A4,S4S_A4_0,26.63,1198.4,26.63,8.471,0.18,0.0,south4north,,
10.0,veh_13,car,A5_A4,A5_A4_2,34.4,1465.6,198.5,14.866,-0.36,270.0,west_main,,
10.0,veh_14,mtw,A0_A1,A0_A1_0,29.66,29.66,208.0,15.274,0.108,90.0,east_main,,
10.0,veh_15,car,S4S_A4,S4S_A4_0,11.3,1198.4,11.3,8.271,-0.589,0.0,south4north,veh_12,8.337
10.0,veh_2,auto,S2N_A2,S2N_A2_0,86.33,601.6,313.67,9.299,-0.275,180.0,north2west,,
10.0,veh_3,car,S4N_A4,S4N_A4_0,84.8,1201.6,315.2,10.053,0.392,180.0,north4east,,
10.0,veh_4,car,S4N_A4,S4N_A4_0,68.96,1201.6,331.04,9.674,0.534,180.0,north4east,veh_3,8.84
10.0,veh_5,bus,S2S_A2,S2S_A2_0,79.73,598.4,79.73,9.965,0.403,0.0,south2east,,
10.0,veh_6,bus,S4N_A4,S4N_A4_0,50.18,1201.6,349.82,8.451,-0.164,180.0,north4east,veh_4,11.781
10.0,veh_7,car,S4N_A4,S4N_A4_0,28.49,1201.6,371.51,7.825,0.677,180.0,north4east,veh_6,7.191
10.0,veh_8,truck,S2N_A2,S2N_A2_0,55.49,601.6,344.51,9.108,0.109,180.0,north2west,veh_2,25.347
10.0,veh_9,car,A0_A1,A0_A1_1,70.14,70.14,204.8,14.855,0.06,90.0,east_main,veh_1,67.517
10.2,veh_1,car,A0_A1,A0_A1_1,147.63,147.63,204.8,14.856,0.161,90.0,east_main,,
10.2,veh_10,mtw,S2N_A2,S2N_A2_0,36.93,601.6,363.07,8.533,-1.594,180.0,north2west,veh_8,9.875
10.2,veh_11,auto,A5_A4,A5_A4_1,46.88,1453.12,195.5,12.787,-0.681,270.0,west_main,,
10.2,veh_12,car,S4S_A4,S4S_A4_0,28.32,1198.4,28.32,8.42,-0.254,0.0,south4north,,
10.2,veh_13,car,A5_A4,A5_A4_2,37.37,1462.63,198.5,14.822,-0.224,270.0,west_main,,
10.2,veh_14,mtw,A0_A1,A0_A1_0,32.7,32.7,208.0,15.219,-0.272,90.0,east_main,,
10.2,veh_15,car,S4S_A4,S4S_A4_0,12.96,1198.4,12.96,8.314,0.215,0.0,south4north,veh_12,8.358
10.2,veh_16,car,S4S_A4,S4S_A4_0,4.6,1198.4,4.6,6.218,0.0,0.0,south4north,veh_15,1.358
10.2,veh_17,truck,S2N_A2,S2N_A2_0,8.1,601.6,391.9,9.723,0.0,180.0,north2west,veh_10,24.129
10.2,veh_2,auto,S2N_A2,S2N_A2_0,88.18,601.6,311.82,9.256,-0.212,180.0,north2west,,
10.2,veh_3,car,S4N_A4,S4N_A4_0,86.82,1201.6,313.18,10.091,0.188,180.0,north4east,,
10.2,veh_4,car,S4N_A4,S4N_A4_0,70.91,1201.6,329.09,9.735,0.305,180.0,north4east,veh_3,8.911
10.2,veh_5,bus,S2S_A2,S2S_A2_0,81.72,598.4,81.72,9.975,0.053,0.0,south2east,,
10.2,veh_6,bus,S4N_A4,S4N_A4_0,51.89,1201.6,348.11,8.544,0.464,180.0,north4east,veh_4,12.019
10.2,veh_7,car,S4N_A4,S4N_A4_0,30.09,1201.6,369.91,8.017,0.96,180.0,north4east,veh_6,7.296
10.2,veh_8,truck,S2N_A2,S2N_A2_0,57.3,601.6,342.7,9.093,-0.074,180.0,north2west,veh_2,25.379
10.2,veh_9,car,A0_A1,A0_A1_1,73.12,73.12,204.8,14.904,0.249,90.0,east_main,veh_1,67.508
10.4,veh_1,car,A0_A1,A0_A1_1,150.6,150.6,204.8,14.838,-0.093,90.0,east_main,,
10.4,veh_10,mtw,S2N_A2,S2N_A2_0,38.69,601.6,361.31,8.819,1.426,180.0,north2west,veh_8,9.929
10.4,veh_11,auto,A5_A4,A5_A4_1,49.44,1450.56,195.5,12.786,-0.005,270.0,west_main,,
10.4,veh_12,car,S4S_A4,S4S_A4_0,30.0,1198.4,30.0,8.433,0.065,0.0,south4north,,
10.4,veh_13,car,A5_A4,A5_A4_2,40.36,1459.64,198.5,14.968,0.733,270.0,west_main,,
10.4,veh_14,mtw,A0_A1,A0_A1_0,35.74,35.74,208.0,15.207,-0.06,90.0,east_main,,
10.4,veh_15,car,S4S_A4,S4S_A4_0,14.64,1198.4,14.64,8.399,0.425,0.0,south4north,veh_12,8.364
10.4,veh_16,car,S4S_A4,S4S_A4_0,5.83,1198.4,5.83,6.161,-0.286,0.0,south4north,veh_15,1.806
10.4,veh_17,truck,S2N_A2,S2N_A2_0,10.04,601.6,389.96,9.69,-0.164,180.0,north2west,veh_10,23.954
10.4,veh_2,auto,S2N_A2,S2N_A2_0,90.03,601.6,309.97,9.217,-0.195,180.0,north2west,,
10.4,veh_3,car,S4N_A4,S4N_A4_0,88.82,1201.6,311.18,9.985,-0.532,180.0,north4east,,
10.4,veh_4,car,S4N_A4,S4N_A4_0,72.85,1201.6,327.15,9.721,-0.066,180.0,north4east,veh_3,8.964
10.4,veh_5,bus,S2S_A2,S2S_A2_0,83.72,598.4,83.72,9.976,0.004,0.0,south2east,,
10.4,veh_6,bus,S4N_A4,S4N_A4_0,53.63,1201.6,346.37,8.683,0.696,180.0,north4east,veh_4,12.227
10.4,veh_7,car,S4N_A4,S4N_A4_0,31.7,1201.6,368.3,8.052,0.174,180.0,north4east,veh_6,7.422
10.4,veh_8,truck,S2N_A2,S2N_A2_0,59.12,601.6,340.88,9.09,-0.018,180.0,north2west,veh_2,25.405
10.4,veh_9,car,A0_A1,A0_A1_1,76.1,76.1,204.8,14.901,-0.017,90.0,east_main,veh_1,67.495
10.6,veh_1,car,A0_A1,A0_A1_1,153.57,153.57,204.8,14.836,-0.01,90.0,east_main,,
10.6,veh_10,mtw,S2N_A2,S2N_A2_0,40.41,601.6,359.59,8.596,-1.114,180.0,north2west,veh_8,10.033
10.6,veh_11,auto,A5_A4,A5_A4_1,52.02,1447.98,195.5,12.873,0.436,270.0,west_main,,
10.6,veh_12,car,S4S_A4,S4S_A4_0,31.71,1198.4,31.71,8.53,0.484,0.0,south4north,,
10.6,veh_13,car,A5_A4,A5_A4_2,43.34,1456.66,198.5,14.913,-0.276,270.0,west_main,,
10.6,veh_14,mtw,A0_A1,A0_A1_0,38.79,38.79,208.0,15.223,0.081,90.0,east_main,,
10.6,veh_15,car,S4S_A4,S4S_A4_0,16.29,1198.4,16.29,8.27,-0.645,0.0,south4north,veh_12,8.416
10.6,veh_16,car,S4S_A4,S4S_A4_0,7.1,1198.4,7.1,6.362,1.007,0.0,south4north,veh_15,2.188
10.6,veh_17,truck,S2N_A2,S2N_A2_0,11.99,601.6,388.01,9.77,0.4,180.0,north2west,veh_10,23.719
10.6,veh_2,auto,S2N_A2,S2N_A2_0,91.86,601.6,308.14,9.173,-0.221,180.0,north2west,,
10.6,veh_3,car,S4N_A4,S4N_A4_0,90.83,1201.6,309.17,10.073,0.442,180.0,north4east,,
10.6,veh_4,car,S4N_A4,S4N_A4_0,74.77,1201.6,325.23,9.595,-0.632,180.0,north4east,veh_3,9.059
10.6,veh_5,bus,S2S_A2,S2S_A2_0,85.7,598.4,85.7,9.895,-0.404,0.0,south2east,,
10.6,veh_6,bus,S4N_A4,S4N_A4_0,55.36,1201.6,344.64,8.661,-0.113,180.0,north4east,veh_4,12.414
10.6,veh_7,car,S4N_A4,S4N_A4_0,33.34,1201.6,366.66,8.171,0.598,180.0,north4east,veh_6,7.52
10.6,veh_8,truck,S2N_A2,S2N_A2_0,60.94,601.6,339.06,9.113,0.119,180.0,north2west,veh_2,25.417
10.6,veh_9,car,A0_A1,A0_A1_1,79.09,79.09,204.8,14.934,0.164,90.0,east_main,veh_1,67.476
10.8,veh_1,car,A0_A1,A0_A1_1,156.53,156.53,204.8,14.834,-0.01,90.0,east_main,,
10.8,veh_10,mtw,S2N_A2,S2N_A2_0,42.13,601.6,357.87,8.604,0.04,180.0,north2west,veh_8,10.141
10.8,veh_11,auto,A5_A4,A5_A4_1,54.56,1445.44,195.5,12.748,-0.624,270.0,west_main,,
10.8,veh_12,car,S4S_A4,S4S_A4_0,33.41,1198.4,33.41,8.529,-0.005,0.0,south4north,,
10.8,veh_13,car,A5_A4,A5_A4_2,46.34,1453.66,198.5,14.969,0.278,270.0,west_main,,
10.8,veh_14,mtw,A0_A1,A0_A1_0,41.8,41.8,208.0,15.064,-0.798,90.0,east_main,,
10.8,veh_15,car,S4S_A4,S4S_A4_0,17.96,1198.4,17.96,8.32,0.249,0.0,south4north,veh_12,8.458
10.8,veh_16,car,S4S_A4,S4S_A4_0,8.39,1198.4,8.39,6.446,0.417,0.0,south4north,veh_15,2.562
10.8,veh_17,truck,S2N_A2,S2N_A2_0,13.93,601.6,386.07,9.666,-0.522,180.0,north2west,veh_10,23.507
10.8,veh_2,auto,S2N_A2,S2N_A2_0,93.72,601.6,306.28,9.279,0.53,180.0,north2west,,
10.8,veh_3,car,S4N_A4,S4N_A4_0,92.82,1201.6,307.18,9.963,-0.551,180.0,north4east,,
10.8,veh_4,car,S4N_A4,S4N_A4_0,76.71,1201.6,323.29,9.68,0.424,180.0,north4east,veh_3,9.116
10.8,veh_5,bus,S2S_A2,S2S_A2_0,87.68,598.4,87.68,9.919,0.119,0.0,south2east,,
10.8,veh_6,bus,S4N_A4,S4N_A4_0,57.09,1201.6,342.91,8.632,-0.145,180.0,north4east,veh_4,12.623
10.8,veh_7,car,S4N_A4,S4N_A4_0,34.98,1201.6,365.02,8.199,0.138,180.0,north4east,veh_6,7.607
10.8,veh_8,truck,S2N_A2,S2N_A2_0,62.77,601.6,337.23,9.145,0.158,180.0,north2west,veh_2,25.444
10.8,veh_9,car,A0_A1,A0_A1_1,82.08,82.08,204.8,14.97,0.183,90.0,east_main,veh_1,67.448
11.0,veh_1,car,A0_A1,A0_A1_1,159.53,159.53,204.8,14.991,0.788,90.0,east_main,,
11.0,veh_10,mtw,S2N_A2,S2N_A2_0,43.86,601.6,356.14,8.619,0.077,180.0,north2west,veh_8,10.236
